fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,fixed acidity_scaled,volatile acidity_scaled,citric acid_scaled,residual sugar_scaled,chlorides_scaled,free sulfur dioxide_scaled,total sulfur dioxide_scaled,density_scaled,pH_scaled,sulphates_scaled,alcohol_scaled,quality
9.5,0.37,0.52,2.0,0.0819999999999999,6.0,26.0,0.998,3.18,0.51,9.5,0.6850021874856029,-0.8716336969071334,1.2670704321941315,-0.3871825083156616,-0.12406366540199364,-0.9473236151679025,-0.6391391210901265,0.6910565936420968,-0.837445007985578,-0.871637556449625,-0.8619244175318104,5
8.4,0.665,0.61,2.0,0.1119999999999999,13.0,95.0,0.997,3.16,0.54,9.1,0.051489585362224775,0.7407056527839773,1.7275118861179064,-0.3871825083156616,0.48373201333379295,-0.27704547823281467,1.5050473851261317,0.15579042087912787,-0.966494533538634,-0.6957918284252239,-1.2317239045448403,5
12.7,0.6,0.65,2.3,0.063,6.0,25.0,0.9997,3.03,0.57,9.9,2.5279479391172486,0.385444440140173,1.932152532306251,-0.16525883526590046,-0.5090009286013232,-0.9473236151679025,-0.6702142878468839,1.6010090873391618,-1.8053164496334997,-0.5199461004008235,-0.4921249305187803,5
12.0,0.37,0.76,4.2,0.066,7.0,38.0,1.0004,3.22,0.6,13.0,2.1248035559478264,-0.8716336969071334,2.4949143093241983,1.240257760715921,-0.4482213607277445,-0.8515695956057471,-0.2662371200090381,1.9756954082731983,-0.5793459568794659,-0.3441003723764223,2.3738210938321993,7
6.6,0.735,0.02,7.9,0.122,68.0,124.0,0.9994,3.47,0.53,9.9,-0.9851673999305766,1.123294651015766,-1.2909376451601744,3.97731639499631,0.6863305729123903,4.989425597685733,2.406227221072095,1.4404292355102295,1.0337731125337333,-0.7544070711000244,-0.4921249305187803,5
11.5,0.59,0.59,2.6,0.087,13.0,49.0,0.9988,3.18,0.65,11.0,1.8368432822553817,0.33078886896420306,1.625191563023734,0.056664837783860986,-0.02276438561269409,-0.27704547823281467,0.07558971431529289,1.119269531852484,-0.837445007985578,-0.051024159002420445,0.524823658767051,6
8.7,0.765,0.22,2.3,0.064,9.0,42.0,0.9963,3.1,0.55,9.4,0.224265749577691,1.2872613645436757,-0.2677344142184521,-0.16525883526590046,-0.48874107264346367,-0.6600615564814363,-0.14193645298200866,-0.2188959000549682,-1.3536431101978021,-0.6371765857504236,-0.9543742892850674,5
7.7,0.26,0.3,1.7,0.059,20.0,38.0,0.9949,3.29,0.47,10.8,-0.35165479780719794,-1.4728449798428018,0.14154687815823674,-0.6091061813654229,-0.5900403524327615,0.39323265870227314,-0.2662371200090381,-0.9682685419231009,-0.1276726174437711,-1.1060985271488266,0.3399239152605368,6
12.2,0.48,0.54,2.6,0.085,19.0,64.0,1.0,3.1,0.61,10.5,2.239987665424804,-0.2704224139714652,1.3693907552883038,0.056664837783860986,-0.06328409752841295,0.29747863914011774,0.5417172156666533,1.7615889391680346,-1.3536431101978021,-0.28548512970162193,0.06257430000076386,6
11.4,0.6,0.49,2.7,0.085,10.0,41.0,0.9994,3.15,0.63,10.5,1.779251227516893,0.385444440140173,1.113589947552873,0.1306393954671148,-0.06328409752841295,-0.5643075369192809,-0.17301161973876603,1.4404292355102295,-1.0310192963151634,-0.1682546443520212,0.06257430000076386,6
7.7,0.69,0.05,2.7,0.075,15.0,27.0,0.9974,3.26,0.61,9.1,-0.35165479780719794,0.8773445807239014,-1.137457160518916,0.1306393954671148,-0.26588265710700865,-0.08553743910850388,-0.6080639543333691,0.36989688998429165,-0.32124690577335663,-0.28548512970162193,-1.2317239045448403,5
8.7,0.31,0.46,1.4,0.059,11.0,25.0,0.9966,3.36,0.76,10.1,0.224265749577691,-1.1995671239629526,0.9601094629116147,-0.8310298544151842,-0.5900403524327615,-0.46855351735712547,-0.6702142878468839,-0.05831604822603592,0.32400072199192365,0.5937435104203831,-0.30722518701226614,6
9.8,0.44,0.47,2.5,0.063,9.0,28.0,0.9981,3.24,0.65,10.8,0.8577783517010702,-0.4890446986753445,1.0112696244587007,-0.017309719899392832,-0.5090009286013232,-0.6600615564814363,-0.5769887875766118,0.7445832109183878,-0.4502964313264098,-0.051024159002420445,0.3399239152605368,6
12.0,0.39,0.66,3.0,0.093,12.0,30.0,0.9996,3.18,0.63,10.8,2.1248035559478264,-0.7623225545551937,1.9833126938533372,0.3525630685168759,0.09879475013446333,-0.37279949779497007,-0.514838454063097,1.5474824700628709,-0.837445007985578,-0.1682546443520212,0.3399239152605368,7
10.4,0.34,0.58,3.7,0.174,6.0,16.0,0.997,3.19,0.7,11.3,1.2033306801320036,-1.035600410435043,1.5740314014766479,0.8703849722996524,1.739843082721087,-0.9473236151679025,-0.9498907886577002,0.15579042087912787,-0.7729202452090513,0.2420520543715808,0.8021732740268238,6
12.5,0.46,0.49,4.5,0.07,26.0,49.0,0.9981,3.05,0.57,9.6,2.412763829640271,-0.3797335563234047,1.113589947552873,1.4621814337656822,-0.36718193689630624,0.9677567760752055,0.07558971431529289,0.7445832109183878,-1.6762669240804438,-0.5199461004008235,-0.7694745457785532,4
9.0,0.43,0.34,2.5,0.08,26.0,86.0,0.9987,3.38,0.62,9.5,0.39704191379315823,-0.5437002698513144,0.3461875243465814,-0.017309719899392832,-0.1645833773177108,0.9677567760752055,1.2253708843153153,1.0657429145761927,0.4530502475449797,-0.22686988702682157,-0.8619244175318104,6
9.1,0.45,0.35,2.4,0.08,23.0,78.0,0.9987,3.38,0.62,9.5,0.45463396853164695,-0.4343891274993746,0.39734768589366726,-0.09128427758264665,-0.1645833773177108,0.6804947173887393,0.9767695502612564,1.0657429145761927,0.4530502475449797,-0.22686988702682157,-0.8619244175318104,5
7.1,0.735,0.16,1.9,0.1,15.0,77.0,0.9966,3.27,0.64,9.3,-0.6972071262381319,1.123294651015766,-0.5746953835009688,-0.4611570659989154,0.24061374183948034,-0.08553743910850388,0.9456943835044991,-0.05831604822603592,-0.25672214299682716,-0.10963940167722082,-1.0468241610383244,5
9.9,0.4,0.53,6.7,0.0969999999999999,6.0,19.0,0.9986,3.27,0.82,11.7,0.9153704064395589,-0.7076669833792237,1.3182305937412175,3.089621702797265,0.17983417396589965,-0.9473236151679025,-0.8566652883874281,1.0122162972999018,-0.25672214299682716,0.9454349664691847,1.1719727610398523,7
8.8,0.52,0.34,2.7,0.087,24.0,122.0,0.9982,3.26,0.61,9.5,0.28185780431618074,-0.05180012926758561,0.3461875243465814,0.1306393954671148,-0.02276438561269409,0.7762487369508947,2.3440768875585802,0.7981098281946787,-0.32124690577335663,-0.28548512970162193,-0.8619244175318104,5
8.6,0.725,0.24,6.6,0.1169999999999999,31.0,134.0,1.0014,3.32,1.07,9.3,0.16667369483920225,1.068639079839796,-0.16541409112427993,3.015647145114011,0.5850312931230905,1.4465268738859824,2.7169788886396686,2.5109615810362267,0.06590167088581153,2.4108160333391937,-1.0468241610383244,5
10.6,0.48,0.64,2.2,0.111,6.0,20.0,0.997,3.26,0.66,11.7,1.318514789608981,-0.2704224139714652,1.8809923707591647,-0.23923339294915397,0.46347215737593533,-0.9473236151679025,-0.8255901216306707,0.15579042087912787,-0.32124690577335663,0.007591083672379936,1.1719727610398523,6
7.0,0.58,0.12,1.9,0.091,34.0,124.0,0.9956,3.44,0.48,10.5,-0.7547991809766207,0.27613329778823315,-0.7793360296893133,-0.4611570659989154,0.05827503821874419,1.733788932572449,2.406227221072095,-0.5935822209890048,0.8401988242041478,-1.0474832844740263,0.06257430000076386,5
11.9,0.38,0.51,2.0,0.121,7.0,20.0,0.9996,3.24,0.76,10.4,2.067211501209338,-0.8169781257311636,1.2159102706470453,-0.3871825083156616,0.6660707169545308,-0.8515695956057471,-0.8255901216306707,1.5474824700628709,-0.4502964313264098,0.5937435104203831,-0.029875571752493238,6
6.8,0.77,0.0,1.8,0.066,34.0,52.0,0.9976,3.62,0.68,9.9,-0.8699832904535987,1.3145891501316607,-1.3932579682543467,-0.535131623682169,-0.4482213607277445,1.733788932572449,0.16881521458556498,0.476950124536933,2.0016445541816523,0.12482156902198069,-0.4921249305187803,5
9.5,0.56,0.33,2.4,0.089,35.0,67.0,0.9972,3.28,0.73,11.8,0.6850021874856029,0.16682215543629397,0.2950273627994952,-0.09128427758264665,0.01775532630302505,1.8295429521346043,0.6349427159369254,0.2628436554317098,-0.19219738022030056,0.4178977823959819,1.264422632793111,7
6.6,0.84,0.03,2.3,0.059,32.0,48.0,0.9952,3.52,0.56,12.3,-0.9851673999305766,1.6971781483634494,-1.2397774836130884,-0.16525883526590046,-0.5900403524327615,1.542280893448138,0.04451454755853553,-0.8076886900942281,1.356396926416372,-0.5785613430756232,1.726671991559398,7
7.7,0.96,0.2,2.0,0.047,15.0,60.0,0.9955,3.36,0.44,10.9,-0.35165479780719794,2.3530450024750875,-0.3700547373126243,-0.3871825083156616,-0.8331586239270761,-0.08553743910850388,0.4174165486396239,-0.6471088382652957,0.32400072199192365,-1.2819442551732274,0.43237378701379386,5
10.5,0.24,0.47,2.1,0.066,6.0,24.0,0.9978,3.15,0.9,11.0,1.2609227348704923,-1.5821561221947416,1.0112696244587007,-0.3132079506324078,-0.4482213607277445,-0.9473236151679025,-0.7012894546036412,0.5840033590895148,-1.0310192963151634,1.4143569078675877,0.524823658767051,7
6.4,0.67,0.08,2.1,0.045,19.0,48.0,0.9949,3.49,0.49,11.4,-1.100351509407554,0.7680334383719623,-0.9839766758776577,-0.3132079506324078,-0.8736783358427952,0.29747863914011774,0.04451454755853553,-0.9682685419231009,1.1628226380867894,-0.9888680417992258,0.894623145780081,6
9.5,0.78,0.22,1.9,0.077,6.0,32.0,0.9988,3.26,0.56,10.6,0.6850021874856029,1.3692447213076304,-0.2677344142184521,-0.4611570659989154,-0.22536294519128952,-0.9473236151679025,-0.4526881205495823,1.119269531852484,-0.32124690577335663,-0.5785613430756232,0.15502417175402095,6
9.1,0.52,0.33,1.3,0.07,9.0,30.0,0.9978,3.24,0.6,9.3,0.45463396853164695,-0.05180012926758561,0.2950273627994952,-0.9050044120984378,-0.36718193689630624,-0.6600615564814363,-0.514838454063097,0.5840033590895148,-0.4502964313264098,-0.3441003723764223,-1.0468241610383244,5
12.8,0.84,0.63,2.4,0.088,13.0,35.0,0.9997,3.1,0.6,10.4,2.5855399938557384,1.6971781483634494,1.8298322092120787,-0.09128427758264665,-0.0025045296548345205,-0.27704547823281467,-0.3594626202793102,1.6010090873391618,-1.3536431101978021,-0.3441003723764223,-0.029875571752493238,6
7.8,0.55,0.35,2.2,0.074,21.0,66.0,0.9974,3.25,0.56,9.2,-0.2940627430687092,0.11216658426032408,0.39734768589366726,-0.23923339294915397,-0.2861425130648682,0.48898667826442854,0.603867549180168,0.36989688998429165,-0.3857716685498832,-0.5785613430756232,-1.1392740327915833,5
11.9,0.37,0.69,2.3,0.078,12.0,24.0,0.9958,3.0,0.65,12.8,2.067211501209338,-0.8716336969071334,2.136793178494595,-0.16525883526590046,-0.20510308923342996,-0.37279949779497007,-0.7012894546036412,-0.48652898643642295,-1.9988907379630823,-0.051024159002420445,2.188921350325685,6
12.3,0.39,0.63,2.3,0.091,6.0,18.0,1.0004,3.16,0.49,9.5,2.2975797201632937,-0.7623225545551937,1.8298322092120787,-0.16525883526590046,0.05827503821874419,-0.9473236151679025,-0.8877404551441854,1.9756954082731983,-0.966494533538634,-0.9888680417992258,-0.8619244175318104,5
10.4,0.41,0.55,3.2,0.076,22.0,54.0,0.9996,3.15,0.89,9.9,1.2033306801320036,-0.6530114122032542,1.4205509168353898,0.5005121838833836,-0.24562280114914908,0.5847406978265839,0.2309655480990797,1.5474824700628709,-1.0310192963151634,1.3557416651927874,-0.4921249305187803,6
8.0,0.67,0.3,2.0,0.06,38.0,62.0,0.9958,3.26,0.56,10.2,-0.1788786335917312,0.7680334383719623,0.14154687815823674,-0.3871825083156616,-0.5697804964749019,2.1168050108210705,0.47956688215313864,-0.48652898643642295,-0.32124690577335663,-0.5785613430756232,-0.21477531525900906,6
11.1,0.45,0.73,3.2,0.066,6.0,22.0,0.9986,3.17,0.66,11.2,1.6064750633014258,-0.4343891274993746,2.3414338246829396,0.5005121838833836,-0.4482213607277445,-0.9473236151679025,-0.763439788117156,1.0122162972999018,-0.9019697707621074,0.007591083672379936,0.7097234022735651,6
7.0,0.62,0.18,1.5,0.062,7.0,50.0,0.9951,3.08,0.6,9.3,-0.7547991809766207,0.49475558249211277,-0.4723750604067966,-0.7570552967319304,-0.5292607845591828,-0.8515695956057471,0.10666488107205026,-0.861215307370519,-1.482692635750858,-0.3441003723764223,-1.0468241610383244,5
12.6,0.31,0.72,2.2,0.072,6.0,29.0,0.9987,2.88,0.82,9.8,2.47035588437876,-1.1995671239629526,2.2902736631358533,-0.23923339294915397,-0.3266622249805874,-0.9473236151679025,-0.5459136208198544,1.0657429145761927,-2.7731878912814185,0.9454349664691847,-0.5845748022720374,8
11.9,0.4,0.65,2.15,0.068,7.0,27.0,0.9988,3.06,0.68,11.3,2.067211501209338,-0.7076669833792237,1.932152532306251,-0.276220671790781,-0.40770164881202536,-0.8515695956057471,-0.6080639543333691,1.119269531852484,-1.6117421613039142,0.12482156902198069,0.8021732740268238,6
15.6,0.685,0.76,3.7,0.1,6.0,43.0,1.0032,2.95,0.68,11.2,4.198117526533428,0.8500167951359171,2.4949143093241983,0.8703849722996524,0.24061374183948034,-0.9473236151679025,-0.1108612862252513,3.4744406920095825,-2.321514551845721,0.12482156902198069,0.7097234022735651,7
10.0,0.44,0.49,2.7,0.077,11.0,19.0,0.9963,3.23,0.63,11.6,0.9729624611780476,-0.4890446986753445,1.113589947552873,0.1306393954671148,-0.22536294519128952,-0.46855351735712547,-0.8566652883874281,-0.2188959000549682,-0.5148211941029393,-0.1682546443520212,1.0795228892865951,7
5.3,0.57,0.01,1.7,0.054,5.0,27.0,0.9934,3.57,0.84,12.5,-1.7338641115309328,0.22147772661226328,-1.3420978067072604,-0.6091061813654229,-0.6913396322220592,-1.0430776347300579,-0.6080639543333691,-1.771167801067584,1.6790207402990107,1.0626654518187855,1.9115717350659123,7
9.5,0.735,0.1,2.1,0.079,6.0,31.0,0.9986,3.23,0.56,10.1,0.6850021874856029,1.123294651015766,-0.8816563527834855,-0.3132079506324078,-0.18484323327557037,-0.9473236151679025,-0.48376328730633966,1.0122162972999018,-0.5148211941029393,-0.5785613430756232,-0.30722518701226614,6
12.5,0.38,0.6,2.6,0.081,31.0,72.0,0.9996,3.1,0.73,10.5,2.412763829640271,-0.8169781257311636,1.6763517245708202,0.056664837783860986,-0.14432352135985124,1.4465268738859824,0.7903185497207122,1.5474824700628709,-1.3536431101978021,0.4178977823959819,0.06257430000076386,5
9.3,0.48,0.29,2.1,0.127,6.0,16.0,0.9968,3.22,0.72,11.2,0.5698180780086255,-0.2704224139714652,0.09038671661115057,-0.3132079506324078,0.7876298527016882,-0.9473236151679025,-0.9498907886577002,0.04873718632654597,-0.5793459568794659,0.35928253972118157,0.7097234022735651,5
8.6,0.53,0.22,2.0,0.1,7.0,27.0,0.9967,3.2,0.56,10.2,0.16667369483920225,0.002855441908384288,-0.2677344142184521,-0.3871825083156616,0.24061374183948034,-0.8515695956057471,-0.6080639543333691,-0.004789430949744973,-0.7083954824325219,-0.5785613430756232,-0.21477531525900906,6
11.9,0.39,0.69,2.8,0.095,17.0,35.0,0.9994,3.1,0.61,10.8,2.067211501209338,-0.7623225545551937,2.136793178494595,0.2046139531503683,0.13931446205018247,0.10597060001580692,-0.3594626202793102,1.4404292355102295,-1.3536431101978021,-0.28548512970162193,0.3399239152605368,6
8.4,0.37,0.53,1.8,0.413,9.0,26.0,0.9979,3.06,1.06,9.1,0.051489585362224775,-0.8716336969071334,1.3182305937412175,-0.535131623682169,6.58194865664952,-0.6600615564814363,-0.6391391210901265,0.6375299763658059,-1.6117421613039142,2.352200790664393,-1.2317239045448403,6
6.8,0.56,0.03,1.7,0.084,18.0,35.0,0.9968,3.44,0.63,10.0,-0.8699832904535987,0.16682215543629397,-1.2397774836130884,-0.6091061813654229,-0.08354395348627253,0.20172461957796234,-0.3594626202793102,0.04873718632654597,0.8401988242041478,-0.1682546443520212,-0.39967505876552323,6
10.4,0.33,0.63,2.8,0.084,5.0,22.0,0.9998,3.26,0.74,11.2,1.2033306801320036,-1.0902559816110127,1.8298322092120787,0.2046139531503683,-0.08354395348627253,-1.0430776347300579,-0.763439788117156,1.6545357046154527,-0.32124690577335663,0.4765130250707823,0.7097234022735651,7
7.0,0.23,0.4,1.6,0.063,21.0,67.0,0.9952,3.5,0.63,11.1,-0.7547991809766207,-1.6368116933707115,0.6531484936290981,-0.6830807390486765,-0.5090009286013232,0.48898667826442854,0.6349427159369254,-0.8076886900942281,1.2273474008633158,-0.1682546443520212,0.6172735305203081,5
11.3,0.62,0.67,5.2,0.086,6.0,19.0,0.9988,3.22,0.69,13.4,1.7216591727784043,0.49475558249211277,2.0344728554004234,1.9800033375484587,-0.043024241570553665,-0.9473236151679025,-0.8566652883874281,1.119269531852484,-0.5793459568794659,0.18343681169678042,2.743620580845229,8
8.9,0.59,0.39,2.3,0.095,5.0,22.0,0.9986,3.37,0.58,10.3,0.3394498590546695,0.33078886896420306,0.6019883320820119,-0.16525883526590046,0.13931446205018247,-1.0430776347300579,-0.763439788117156,1.0122162972999018,0.38852548476845306,-0.4613308577260231,-0.12232544350575032,5
9.2,0.63,0.21,2.7,0.0969999999999999,29.0,65.0,0.9988,3.28,0.58,9.6,0.5122260232701357,0.5494111536680827,-0.3188945757655383,0.1306393954671148,0.17983417396589965,1.2550188347616718,0.5727923824234107,1.119269531852484,-0.19219738022030056,-0.4613308577260231,-0.7694745457785532,5
11.6,0.58,0.66,2.2,0.074,10.0,47.0,1.0008,3.25,0.57,9.0,1.8944353369938705,0.27613329778823315,1.9833126938533372,-0.23923339294915397,-0.2861425130648682,-0.5643075369192809,0.013439380801778167,2.189801877378362,-0.3857716685498832,-0.5199461004008235,-1.3241737762980974,3
9.2,0.43,0.52,2.3,0.083,14.0,23.0,0.9976,3.35,0.61,11.3,0.5122260232701357,-0.5437002698513144,1.2670704321941315,-0.16525883526590046,-0.10380380944413209,-0.18129145867065927,-0.7323646213603986,0.476950124536933,0.259475959215397,-0.28548512970162193,0.8021732740268238,6
8.3,0.615,0.22,2.6,0.087,6.0,19.0,0.9982,3.26,0.61,9.3,-0.0061024693762639646,0.46742779690412783,-0.2677344142184521,0.056664837783860986,-0.02276438561269409,-0.9473236151679025,-0.8566652883874281,0.7981098281946787,-0.32124690577335663,-0.28548512970162193,-1.0468241610383244,5
11.0,0.26,0.68,2.55,0.085,10.0,25.0,0.997,3.18,0.61,11.8,1.548883008562937,-1.4728449798428018,2.0856330169475092,0.019677558942233914,-0.06328409752841295,-0.5643075369192809,-0.6702142878468839,0.15579042087912787,-0.837445007985578,-0.28548512970162193,1.264422632793111,5
8.1,0.66,0.7,2.2,0.098,25.0,129.0,0.9972,3.08,0.53,9.0,-0.12128657885324247,0.7133778671959924,2.1879533400416813,-0.23923339294915397,0.20009402992376119,0.8720027565130501,2.561603054855882,0.2628436554317098,-1.482692635750858,-0.7544070711000244,-1.3241737762980974,5
11.5,0.315,0.54,2.1,0.084,5.0,15.0,0.9987,2.98,0.7,9.2,1.8368432822553817,-1.1722393383749676,1.3693907552883038,-0.3132079506324078,-0.08354395348627253,-1.0430776347300579,-0.9809659554144575,1.0657429145761927,-2.1279402635161384,0.2420520543715808,-1.1392740327915833,6
10.0,0.29,0.4,2.9,0.098,10.0,26.0,1.0006,3.48,0.91,9.7,0.9729624611780476,-1.3088782663148923,0.6531484936290981,0.2785885108336221,0.20009402992376119,-0.5643075369192809,-0.6391391210901265,2.08274864282578,1.09829787531026,1.472972150542388,-0.6770246740252962,5
10.3,0.5,0.42,2.0,0.069,21.0,51.0,0.9982,3.16,0.72,11.5,1.145738625393515,-0.1611112716195254,0.75546881672327,-0.3871825083156616,-0.3874417928541658,0.48898667826442854,0.1377400478288076,0.7981098281946787,-0.966494533538634,0.35928253972118157,0.9870730175333381,6
8.8,0.46,0.45,2.6,0.065,7.0,18.0,0.9947,3.32,0.79,14.0,0.28185780431618074,-0.3797335563234047,0.9089493013645286,0.056664837783860986,-0.4684812166856041,-0.8515695956057471,-0.8877404551441854,-1.0753217764756828,0.06590167088581153,0.7695892384447842,3.2983198113647734,6
11.4,0.36,0.69,2.1,0.09,6.0,21.0,1.0,3.17,0.62,9.2,1.779251227516893,-0.9262892680831034,2.136793178494595,-0.3132079506324078,0.03801518226088462,-0.9473236151679025,-0.7945149548739133,1.7615889391680346,-0.9019697707621074,-0.22686988702682157,-1.1392740327915833,6
8.7,0.82,0.02,1.2,0.07,36.0,48.0,0.9952,3.2,0.58,9.8,0.224265749577691,1.5878670060115094,-1.2909376451601744,-0.9789789697816916,-0.36718193689630624,1.9252969716967596,0.04451454755853553,-0.8076886900942281,-0.7083954824325219,-0.4613308577260231,-0.5845748022720374,5
13.0,0.32,0.65,2.6,0.093,15.0,47.0,0.9996,3.05,0.61,10.6,2.700724103332716,-1.1449115527869826,1.932152532306251,0.056664837783860986,0.09879475013446333,-0.08553743910850388,0.013439380801778167,1.5474824700628709,-1.6762669240804438,-0.28548512970162193,0.15502417175402095,5
9.6,0.54,0.42,2.4,0.081,25.0,52.0,0.997,3.2,0.71,11.4,0.7425942422240916,0.05751101308435418,0.75546881672327,-0.09128427758264665,-0.14432352135985124,0.8720027565130501,0.16881521458556498,0.15579042087912787,-0.7083954824325219,0.3006672970463812,0.894623145780081,6
12.5,0.37,0.55,2.6,0.083,25.0,68.0,0.9995,3.15,0.82,10.4,2.412763829640271,-0.8716336969071334,1.4205509168353898,0.056664837783860986,-0.10380380944413209,0.8720027565130501,0.6660178826936828,1.49395585278658,-1.0310192963151634,0.9454349664691847,-0.029875571752493238,6
9.9,0.35,0.55,2.1,0.062,5.0,14.0,0.9971,3.26,0.79,10.6,0.9153704064395589,-0.9809448392590733,1.4205509168353898,-0.3132079506324078,-0.5292607845591828,-1.0430776347300579,-1.012041122171215,0.20931703815541883,-0.32124690577335663,0.7695892384447842,0.15502417175402095,5
10.5,0.28,0.51,1.7,0.08,10.0,24.0,0.9982,3.2,0.89,9.4,1.2609227348704923,-1.3635338374908619,1.2159102706470453,-0.6091061813654229,-0.1645833773177108,-0.5643075369192809,-0.7012894546036412,0.7981098281946787,-0.7083954824325219,1.3557416651927874,-0.9543742892850674,6
9.6,0.68,0.24,2.2,0.087,5.0,28.0,0.9988,3.14,0.6,10.2,0.7425942422240916,0.8226890095479321,-0.16541409112427993,-0.23923339294915397,-0.02276438561269409,-1.0430776347300579,-0.5769887875766118,1.119269531852484,-1.09554405909169,-0.3441003723764223,-0.21477531525900906,5
9.3,0.27,0.41,2.0,0.091,6.0,16.0,0.998,3.28,0.7,9.7,0.5698180780086255,-1.4181894086668319,0.7043086551761839,-0.3871825083156616,0.05827503821874419,-0.9473236151679025,-0.9498907886577002,0.6910565936420968,-0.19219738022030056,0.2420520543715808,-0.6770246740252962,5
10.4,0.24,0.49,1.8,0.075,6.0,20.0,0.9977,3.18,1.06,11.0,1.2033306801320036,-1.5821561221947416,1.113589947552873,-0.535131623682169,-0.26588265710700865,-0.9473236151679025,-0.8255901216306707,0.5304767418132239,-0.837445007985578,2.352200790664393,0.524823658767051,6
9.4,0.685,0.11,2.7,0.077,6.0,31.0,0.9984,3.19,0.7,10.1,0.6274101327471142,0.8500167951359171,-0.8304961912363995,0.1306393954671148,-0.22536294519128952,-0.9473236151679025,-0.48376328730633966,0.9051630627472605,-0.7729202452090513,0.2420520543715808,-0.30722518701226614,6
10.6,0.28,0.39,15.5,0.069,6.0,23.0,1.0026,3.12,0.66,9.2,1.318514789608981,-1.3635338374908619,0.6019883320820119,9.599382778923594,-0.3874417928541658,-0.9473236151679025,-0.7323646213603986,3.153280988351718,-1.224593584644746,0.007591083672379936,-1.1392740327915833,5
9.4,0.3,0.56,2.8,0.08,6.0,17.0,0.9964,3.15,0.92,11.7,0.6274101327471142,-1.2542226951389224,1.471711078382476,0.2046139531503683,-0.1645833773177108,-0.9473236151679025,-0.9188156219009428,-0.16536928277867724,-1.0310192963151634,1.5315873932171884,1.1719727610398523,8
10.6,0.36,0.59,2.2,0.152,6.0,18.0,0.9986,3.04,1.05,9.4,1.318514789608981,-0.9262892680831034,1.625191563023734,-0.23923339294915397,1.2941262516481769,-0.9473236151679025,-0.8877404551441854,1.0122162972999018,-1.7407916868569702,2.2935855479895926,-0.9543742892850674,5
10.6,0.36,0.6,2.2,0.152,7.0,18.0,0.9986,3.04,1.06,9.4,1.318514789608981,-0.9262892680831034,1.6763517245708202,-0.23923339294915397,1.2941262516481769,-0.8515695956057471,-0.8877404551441854,1.0122162972999018,-1.7407916868569702,2.352200790664393,-0.9543742892850674,5
10.6,0.44,0.68,4.1,0.114,6.0,24.0,0.997,3.06,0.66,13.4,1.318514789608981,-0.4890446986753445,2.0856330169475092,1.1662832030326669,0.524251725249514,-0.9473236151679025,-0.7012894546036412,0.15579042087912787,-1.6117421613039142,0.007591083672379936,2.743620580845229,6
10.2,0.67,0.39,1.9,0.054,6.0,17.0,0.9976,3.17,0.47,10.0,1.088146570655025,0.7680334383719623,0.6019883320820119,-0.4611570659989154,-0.6913396322220592,-0.9473236151679025,-0.9188156219009428,0.476950124536933,-0.9019697707621074,-1.1060985271488266,-0.39967505876552323,5
10.2,0.645,0.36,1.8,0.053,5.0,14.0,0.9982,3.17,0.42,10.0,1.088146570655025,0.6313945104320375,0.4485078474407534,-0.535131623682169,-0.7115994881799188,-1.0430776347300579,-1.012041122171215,0.7981098281946787,-0.9019697707621074,-1.399174740522828,-0.39967505876552323,6
11.6,0.32,0.55,2.8,0.081,35.0,67.0,1.0002,3.32,0.92,10.8,1.8944353369938705,-1.1449115527869826,1.4205509168353898,0.2046139531503683,-0.14432352135985124,1.8295429521346043,0.6349427159369254,1.8686421737206165,0.06590167088581153,1.5315873932171884,0.3399239152605368,7
9.3,0.39,0.4,2.6,0.073,10.0,26.0,0.9984,3.34,0.75,10.2,0.5698180780086255,-0.7623225545551937,0.6531484936290981,0.056664837783860986,-0.3064023690227278,-0.5643075369192809,-0.6391391210901265,0.9051630627472605,0.19495119643886757,0.5351282677455826,-0.21477531525900906,6
9.3,0.775,0.27,2.8,0.078,24.0,56.0,0.9984,3.31,0.67,10.6,0.5698180780086255,1.3419169357196457,-0.011933606483021464,0.2046139531503683,-0.20510308923342996,0.7762487369508947,0.29311588161259444,0.9051630627472605,0.0013769081092849425,0.06620632634718031,0.15502417175402095,6
9.2,0.41,0.5,2.5,0.055,12.0,25.0,0.9952,3.34,0.79,13.3,0.5122260232701357,-0.6530114122032542,1.164750109099959,-0.017309719899392832,-0.6710797762641997,-0.37279949779497007,-0.6702142878468839,-0.8076886900942281,0.19495119643886757,0.7695892384447842,2.6511707090919723,7
8.9,0.4,0.51,2.6,0.052,13.0,27.0,0.995,3.32,0.9,13.4,0.3394498590546695,-0.7076669833792237,1.2159102706470453,0.056664837783860986,-0.7318593441377784,-0.27704547823281467,-0.6080639543333691,-0.9147419246468099,0.06590167088581153,1.4143569078675877,2.743620580845229,7
8.7,0.69,0.31,3.0,0.086,23.0,81.0,1.0002,3.48,0.74,11.6,0.224265749577691,0.8773445807239014,0.1927070397053229,0.3525630685168759,-0.043024241570553665,0.6804947173887393,1.0699950505315285,1.8686421737206165,1.09829787531026,0.4765130250707823,1.0795228892865951,6
